time,data_queue_size,fuel_valve_setpoint,fuel_valve_velocity,fuel_valve_acceleration,fuel_valve_nsec_per_pulse,lox_valve_setpoint,lox_valve_velocity,lox_valve_acceleration,lox_valve_nsec_per_pulse,pt102,pt103,pto401,pt202,pt203,ptf401,ptc401,ptc402,Thrust_Pred_lbf,OF_Pred,mdot_f,mdot_lox
0.062,0,81,0.00348687,0,7189945,74,20.00318336,0,6011698,685.879518528315,605.400880465031,565.141533922963,766.735793407747,738.486092722405,718.120902763172,357.596477546639,353.69921875,511.51565006094,1.10868851387307,0.552710377231177,0.612783646734658
0.063,0,81,0.00348687,0,7189945,74,-24.99681282,-44999.9921875,5982617,693.764040768571,600.837519294565,560.913683277378,770.737164456594,747.204876025418,725.428619868072,353.743715084248,352.96679687,515.135938811972,1.0953732205757,0.561757639424476,0.615334274679394
0.064,0,81,0.00348687,0,7189945,74,-24.99681282,0,5982617,688.176275381914,599.692977594773,557.931476981648,771.303105909257,745.303290502751,724.332135675419,353.288191036391,353.69921875,514.875759929925,1.09737809446617,0.560724394066234,0.615326667081102
0.065,0,81,0.00348687,0,7189945,74,-24.99681282,0,1908265,685.624125301059,605.625547137494,563.74013406626,769.897061041704,745.109123273601,724.238226753631,353.472605057596,353.45507812,516.446098757936,1.10261582356041,0.560453574117514,0.617964979192956
0.066,0,81,0.00348687,0,7189945,74,-24.99681282,0,918082,687.839637771239,604.640975402646,564.096797357001,770.697281241459,751.548017973812,730.443258463194,356.394284758024,353.69921875,514.637728750137,1.09048833237446,0.562964613772033,0.613906342858098
0.067,0,81,0.00348687,0,7189945,74,20.00318336,44999.9921875,993472,693.052948017003,605.956939913054,564.825182137926,765.639615423328,742.411428233473,721.364866248856,352.376257027473,352.96679687,517.001722050828,1.10754545803582,0.559306592270786,0.619457475918999
0.068,0,81,0.00348687,0,7189945,74,20.00318336,0,993472,686.75320365069,609.725706429313,570.473132259833,774.635373194548,742.044787431515,720.703565630083,357.557166757455,352.47851562,513.41541000143,1.10716318223991,0.555314780948912,0.614824080020256
0.069,0,81,0.00348687,0,7189945,74,20.00318336,0,2183125,689.802598409765,606.371912823134,565.69877709801,766.447953149767,738.615989963446,717.155963150405,355.192891581862,351.74609375,513.93994493493,1.11117919639583,0.55454550429118,0.616199427823196
0.07,0,81,0.00348687,0,7189945,74,20.00318336,0,2183125,687.586873925304,605.437589627903,565.273658875177,764.914413991006,734.953961691942,713.873668628623,350.322406716039,352.47851562,517.301912360762,1.11938780365961,0.555418713249967,0.621728933536327
0.071,0,81,0.00348687,0,7189945,74,20.00318336,0,2183125,693.219162198698,601.318829877172,560.5106434609,774.56027684402,744.777020072729,723.723730297597,354.333987209944,352.47851562,514.363937774062,1.098714275584,0.559598950659081,0.614839355690957
