Var1,Var2,Var3,Var4,Var5,Var6
6.09,406,406,56.385348650219,60.5801652356118,0.742980000000001
6.09,406,406,56.5092721607406,60.7361170222535,0.749070000000001
6.09,406,406,56.6153103212272,60.9194109628606,0.755160000000001
6.09,406,406,56.7213484817138,61.1027049034677,0.761250000000001
6.09,406,406,56.9497428346911,61.4082349278217,0.767340000000001
6.09,406,406,57.43221202928,61.9675903858136,0.773430000000001
6.09,406,406,57.914681223869,62.5269458438055,0.779520000000001
6.09,406,406,58.3971504184579,63.0863013017974,0.785610000000001
6.09,406,406,58.8796196130469,63.6456567597893,0.791700000000002
6.09,406,406,59.3620888076358,64.2050122177812,0.797790000000002
6.09,406,406,59.8445580022248,64.7643676757731,0.803880000000002
6.09,406,406,60.3270271968138,65.323723133765,0.809970000000002
6.09,406,406,60.5216249696105,65.4980739836165,0.816060000000002
6.09,406,406,60.9499346118237,65.9833271607654,0.822150000000002
6.09,406,406,61.3564792757052,66.4074844486932,0.828240000000002
6.09,406,406,61.7630239395867,66.831641736621,0.834330000000002
6.09,406,406,62.1578062441439,67.3086430178609,0.840420000000002
6.09,406,406,62.5463905594364,67.813489605831,0.846510000000002
6.09,406,406,62.9349748747289,68.318336193801,0.852600000000002
6.09,406,406,63.3098511121299,68.7997911559577,0.858690000000002
6.09,406,406,63.6811952259761,69.275218860816,0.864780000000002
6.09,406,406,64.0525393398224,69.7506465656744,0.870870000000002
6.09,406,406,64.4238834536686,70.2260742705327,0.876960000000002
6.09,406,406,64.7952275675149,70.7015019753911,0.883050000000002
6.09,406,406,65.2506636961307,71.3270214697765,0.889140000000002
6.09,406,406,65.7695309510785,72.0657561283957,0.895230000000002
6.09,406,406,66.2883982060262,72.8044907870148,0.901320000000002
6.09,406,406,66.8487334354766,73.5566593076383,0.907410000000002
6.09,406,406,67.5211709193586,74.3451441961208,0.913500000000002
6.09,406,406,68.1936084032407,75.1336290846034,0.919590000000002
6.09,406,406,68.9508723484832,75.9048203812521,0.925680000000002
6.09,406,406,69.7273230759431,76.6721000638249,0.931770000000002
6.09,406,406,70.489989173119,77.4226117327885,0.937860000000002
6.09,406,406,71.0227842596657,77.904166462505,0.943950000000003
6.09,406,406,71.4713063507128,78.3681749642516,0.950040000000003
6.09,406,406,71.8268989080185,78.645247850142,0.956130000000003
6.09,406,406,72.1743198233367,79.0129277492514,0.962220000000003
6.09,406,406,72.5157597165737,79.384674597975,0.968310000000003
6.09,406,406,72.8542183965255,79.76809351795,0.974400000000003
6.09,406,406,73.1190273194503,80.0786476317699,0.980490000000003
6.09,406,406,73.4003288785484,80.4050915308889,0.986580000000003
6.09,406,406,73.6601202968025,80.7100849008302,0.992670000000003
6.09,406,406,73.8907999612252,80.9789666303023,0.998760000000003
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
6.09,406,406,73.9307678434297,81.0262507029299,1
